,acceleration_score,braking_score,turning_score,weaving_score,drifting_score,speeding_score,follow_score,road_type,class_normal,temp_F,humidity_pct,wind_speed_mph,wind_gust_mph,condition,day_night,speed_mph,class_normal_bool
150,100.0,100.0,80.8,100.0,59.3,87.5,99.1,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.93681393840626,0
151,100.0,100.0,80.9,100.0,59.4,87.6,99.1,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.451149649841796,0
152,100.0,100.0,81.0,100.0,59.4,87.6,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.48708486415953,0
153,100.0,100.0,81.2,100.0,59.5,87.6,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.53961733255095,0
154,100.0,100.0,81.3,100.0,59.6,87.7,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,57.99454788574559,0
155,100.0,100.0,81.4,100.0,59.7,87.7,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.483270381765394,0
156,100.0,100.0,81.5,100.0,59.7,87.8,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,57.43080753883458,0
157,100.0,100.0,81.6,100.0,59.8,87.9,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.48708486415953,0
158,100.0,100.0,81.7,100.0,59.9,88.0,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,52.69722676355863,0
159,100.0,100.0,81.9,100.0,60.0,88.1,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.64066074068877,0
160,100.0,100.0,82.0,100.0,60.0,88.1,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.019668957494154,0
161,100.0,100.0,82.1,100.0,60.1,88.2,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.156715873859355,0
162,100.0,100.0,82.2,100.0,60.2,88.3,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.34120502587959,0
163,100.0,100.0,82.3,100.0,60.2,88.4,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.635482953179455,0
164,100.0,100.0,82.4,100.0,60.3,88.4,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.24048135178691,0
165,100.0,100.0,82.5,100.0,60.4,88.5,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.285976645964936,0
166,100.0,100.0,82.6,100.0,60.5,88.6,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.231963748900185,0
167,100.0,100.0,82.7,100.0,60.5,88.6,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.672314497976004,0
168,100.0,100.0,82.8,100.0,60.6,88.7,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.402689048765225,0
169,100.0,100.0,82.9,100.0,60.7,88.8,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.445989266014735,0
170,100.0,100.0,83.0,100.0,60.8,88.8,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.90981146622751,0
171,100.0,100.0,83.1,100.0,60.8,88.9,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,53.10412469986376,0
172,100.0,100.0,83.2,100.0,60.9,88.9,99.2,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.702726202896365,0
173,100.0,100.0,83.3,100.0,61.0,89.0,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,57.615520823248424,0
174,100.0,100.0,83.4,100.0,61.0,89.1,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.72027342781943,0
175,100.0,100.0,83.5,100.0,61.1,89.1,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.72913662334793,0
176,100.0,100.0,83.5,100.0,61.2,89.2,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.34122723958483,0
177,100.0,100.0,83.6,100.0,61.2,89.2,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.909801492125375,0
178,100.0,100.0,83.7,100.0,61.3,89.3,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.151702488738,0
179,100.0,100.0,83.8,100.0,61.3,89.4,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.96217773797533,0
180,100.0,100.0,83.9,100.0,61.4,89.4,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,52.69724399263114,0
181,100.0,100.0,84.0,100.0,61.5,89.5,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,51.37081889498651,0
182,100.0,100.0,84.1,100.0,61.5,89.5,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.96217773797533,0
183,100.0,100.0,84.1,100.0,61.6,89.6,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.20407873467211,0
184,100.0,100.0,84.2,100.0,61.7,89.7,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.34122723958483,0
185,100.0,100.0,84.3,100.0,61.7,89.7,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.2976247763017,0
186,100.0,100.0,84.4,100.0,61.8,89.8,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.72028005473729,0
187,100.0,100.0,84.5,100.0,61.8,89.8,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.53964869808402,0
188,100.0,100.0,84.6,100.0,61.9,89.9,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,54.402689048765225,0
189,100.0,100.0,84.6,100.0,62.0,89.9,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,55.1567503069787,0
190,100.0,100.0,84.7,100.0,62.0,90.0,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.108142136126,0
191,100.0,100.0,84.8,100.0,62.1,90.0,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,56.108145471705384,0
192,100.0,100.0,84.9,100.0,62.1,90.0,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,58.1841183967872,0
193,100.0,100.0,85.0,100.0,62.2,89.8,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,61.24877204149807,0
194,100.0,100.0,85.1,100.0,62.2,89.6,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,65.0146182097194,0
195,100.0,100.0,85.1,100.0,62.2,89.1,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,67.3037969024171,0
196,100.0,100.0,85.2,100.0,62.3,88.6,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,69.71559393240409,0
197,100.0,100.0,85.3,100.0,62.3,88.2,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,70.91018411565896,0
198,100.0,100.0,70.9,100.0,62.4,87.7,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,74.67943193235214,0
199,100.0,100.0,71.0,100.0,62.4,87.3,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,70.53126292244481,0
200,100.0,100.0,71.2,100.0,62.4,86.8,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,70.74556110682448,0
201,100.0,100.0,71.4,100.0,62.5,86.4,99.3,SECONDARY,NORMAL,72,35,2,0,Fair,Night,73.018203439794,0
